duration,severity,affected,magnitude,dead
3,1,82900.06,5.4,0
3,1,33319.22,5,18
3,1,10724.02,4.5,5
2,1.5,9340.14,4.4,115
26,1.5,27819.11,6,21
7,1.5,13738.76,5.2,21
4,1.5,5754.23,4.5,0
3,1,62468.65,5.3,0
10,1.5,201149.89,6.5,0
3,1,68691.95,5.3,0
8,2,58894.07,6,0
6,1.5,16459.25,5.2,47
38,1.5,21367.43,6.1,0
23,2,484756.54,7.3,39
10,1.5,524373.36,6.9,5
11,1,6812.65,4.9,0
4,1,9797.19,4.6,0
25,1.5,11707.88,5.6,0
9,1,88516.93,5.9,0
4,2,20493.67,5.2,0
2,1.5,82061.7,5.4,0
58,2,56500.67,6.8,150
1,1,1148027.26,6.1,99
2,1,19203.9,4.6,0
28,2,44401.17,6.4,0
3,1,39742.02,5.1,1
19,1,15410.67,5.5,90
6,1,187933.27,6.1,0
8,1,29982.11,5.4,0
4,1,94116.41,5.6,5
15,1.5,56344.38,6.1,1
12,1,21570.89,5.4,0
16,1,167873.59,6.4,0
12,1,20487.47,5.4,0
3,1,7231.78,4.3,2
3,1,61811.59,5.3,1
3,1,85604.33,5.4,6
5,1.5,72654.16,5.7,0
5,1.5,109293.46,5.9,13
2,1.5,117999.31,5.5,0
2,1.5,47811.61,5.2,9
6,1.5,225551.03,6.3,0
11,1,76952.38,5.9,5
12,1.5,15152.49,5.4,24
3,2,188226.85,6.1,5
11,1,8472.93,5,0
6,1,52061.79,5.5,18
8,1,60608.98,5.7,3
2,1,207786.65,5.6,33
33,2,132806.58,6.9,0
12,1,477523.5,6.8,0
2,1,427405.5,5.9,5
8,1,17181.28,5.1,11
9,1,1186390.65,7,11
4,1,14541.8,4.8,11
4,1,19409.52,4.9,11
9,2,173199.93,6.5,11
12,1,7293.87,4.9,9
19,1.5,29579.28,5.9,0
22,1,35113.3,5.9,0
16,1.5,76573.83,6.3,0
11,1,776847.75,6.9,28
23,1,36190.07,5.9,25
18,1,125967.31,6.4,24
3,1,126659.3,5.6,0
3,1,66257.06,5.3,0
8,1,313350.84,6.4,0
31,1.5,39997.97,6.3,76
2,1,195388.17,5.6,2
5,1,21321.94,5,0
5,1,4904.87,4.4,0
8,1,5423.64,4.6,0
21,2,58097.15,6.4,21
10,2,15654.67,5.5,18
4,2,24107.57,5.3,0
3,2,2219.9,4.1,7
13,2,30824.19,5.9,61
12,2,103384.49,6.4,117
4,1,61388.9,5.4,0
4,1,105549.84,5.6,21
7,1,21766.04,5.2,6
4,1,36155.63,5.2,21
4,1.5,35294.06,5.3,0
2,1.5,183486.6,5.7,0
6,1,76453.89,5.7,0
5,1,25490.96,5.1,11
7,1.5,75156.68,5.9,2
3,1.5,37962.69,5.2,0
2,1.5,111938.61,5.5,0
8,2,74590.9,6.1,92
12,2,146720.71,6.5,28
2,2,133203.96,5.7,69
25,2,96385.8,6.7,110
2,1.5,39092.29,5.1,22
25,1.5,39424.59,6.2,3
3,1,45128.33,5.1,3
7,1.5,29937.67,5.5,2
6,1,11139.97,4.8,0
6,2,13945.83,5.2,9
4,1,81576.03,5.5,17
17,2,34761.7,6.1,65
6,2,17012.58,5.3,0
4,1,6852.64,4.4,0
2,1.5,16407.14,4.7,0
5,2,58984.46,5.8,41
24,1.5,165834.29,6.8,0
8,2,168134.51,6.4,49
8,2,464318,6.9,2400
3,1.5,1643.82,3.9,4
2,1.5,4834.08,4.2,0
5,1.5,652500.87,6.7,8
2,1.5,8574.06,4.4,3
2,1.5,26847.35,4.9,19
3,1.5,47366.17,5.3,0
3,1.5,127690.73,5.8,0
3,1.5,9851.07,4.6,0
3,1.5,25885.67,5.1,58
10,1.5,80590.45,6.1,900
10,1.5,59248.82,5.9,0
2,1.5,163438.25,5.7,0
3,1.5,33215.47,5.2,22
37,1.5,61817.44,6.5,0
9,1.5,69636.6,6,3
9,2,98478.89,6.2,12
38,2,163725.65,7.1,400
4,1.5,4187.8,4.4,0
2,1.5,385.02,3.1,0
3,1.5,37960.27,5.2,0
2,2,23128.5,5,0
10,2,219466.09,6.6,130
12,1.5,165918.21,6.5,37
3,1,136109.5,5.6,0
4,2,53271.24,5.6,1
7,1.5,75487.93,5.9,74
3,2,50044.62,5.5,100
4,2,8409.86,4.8,0
5,1.5,24614.95,5.3,20
3,1.5,27718.41,5.1,0
2,1,155555.33,5.5,0
2,2,7095.62,4.5,3
8,1,66956.68,5.7,0
7,1,178993.91,6.1,0
3,2,32493.08,5.3,35
2,2,9314.57,4.6,0
12,2,533930.15,7.1,0
2,2,52423.34,5.3,5
21,1.5,1089830.51,7.5,9
2,2,26208.26,5,0
2,2,160127.66,5.8,0
13,2,163705.55,6.6,0
2,2,61672.68,5.4,4
20,2,283806.15,7.1,142
9,2,55713.9,6,40
9,2,457328.35,6.9,1
1,1.5,161604.85,5.4,0
10,1.5,33620.26,5.7,0
1,2,17090.29,4.5,19
2,1,193742.15,5.6,3
6,1.5,76327.64,5.8,12
2,1,89287.24,5.3,1
5,1,75683.74,5.6,0
4,1,21016.71,4.9,0
10,1.5,426531.54,6.8,350
4,1,147151.67,5.8,0
4,1.5,373961.52,6.4,0
25,1,62356.11,6.2,0
4,1.5,47128.08,5.5,0
3,1,57410.55,5.2,0
8,1.5,40027.65,5.7,16
3,1.5,178346.08,5.9,1000
23,1.5,79368.52,6.4,65
16,2,350563.81,7,176
29,2,759750.43,7.6,0
6,1,33638.36,5.3,2
3,1,154307.03,5.7,3
8,1.5,40665.23,5.7,23
13,1,337703.28,6.6,13
5,1,62279.3,5.5,0
2,1,35530.63,4.9,0
#N/A,#N/A,#N/A,,#N/A
10,1,144704.15,6.2,64
9,1,110526.17,6,4
5,1,14848.59,4.9,37
14,1,595263.27,6.9,0
9,1,26746.42,5.4,1
2,1,5301.17,4,4
3,1,20668.51,4.8,7
20,1.5,81435.12,6.4,100000
4,1,43958.62,5.2,3
13,1.5,25489.82,5.7,0
7,1,4935.68,4.5,9
6,1,3178.36,4.3,0
4,1,998.581,3.6,0
5,1,4197.22,4.3,0
4,1,20737.17,4.9,0
36,1,15130.83,5.7,0
3,1.5,236.539,3,0
15,1.5,22895.95,5.7,0
24,1,1126557.79,7.4,36
6,1,3971.84,4.4,3
20,1,50222.63,6,1
25,1,80094.9,6.3,0
14,1,21278.67,5.5,2
8,1,144329.28,6.1,37
47,1.5,928709.92,7.8,18
20,1,43223.16,5.9,8
5,1,3994.26,4.3,5
30,1.5,64010.29,6.5,0
10,1,36069.76,5.6,0
34,1,16854.48,5.8,3
3,1,23601.1,4.9,4
17,1,108379.15,6.3,0
23,1,51582.18,6.1,1
20,1,10584.71,5.3,11
25,1,17161.6,5.6,0
18,1,371875.01,6.8,93
30,1,41665.93,6.1,54
83,1,438919.74,7.6,4
30,1,10434.86,5.5,0
14,2,44348.71,6.1,2
5,1,403.386,3.3,14
7,1.5,118976.95,6.1,0
94,1,709143.74,7.8,26
6,1,291.287,3.2,9
6,1,377.907,3.4,3
84,1.5,164248.45,7.3,42
93,2,75830.05,7.1,51
5,1,814.734,3.6,3
75,1,88120.94,6.8,0
9,1,72005.68,5.8,1
12,2,55862.29,6.1,0
8,1,18278.94,5.2,5
19,2,649465.5,7.4,0
15,1,23022.69,5.5,4
8,1.5,102262.86,6.1,5
10,1,1917.83,4.3,0
5,1,551.192,3.4,0
7,1.5,41557.41,5.6,1
5,1,2178.65,4,0
5,1,672970.42,6.5,1
10,1.5,50689.87,5.9,153
5,1,8855.7,4.6,1
10,1,200535.14,6.3,0
14,1,972453.79,7.1,8
15,1,100497.28,6.2,24
8,1,1187.69,4,0
17,1,7953.55,5.1,0
24,1,354570.25,6.9,3
22,1,13373.77,5.5,3
4,1,6215.98,4.4,4
7,1,34786.19,5.4,36
22,1,82566.02,6.3,32
17,1,285390.73,6.7,0
5,1,41684.03,5.3,2
26,1,6077.69,5.2,0
6,1,9141.36,4.7,0
9,1,21397.07,5.3,15
8,1,33589.73,5.4,29
8,1,33387,5.4,2
10,1,1630.54,4.2,0
6,1,11139.89,4.8,13
17,1,52765.34,6,5
4,1,552.247,3.3,4
17,1,31641.92,5.7,3447
15,1,12652.21,5.3,170
12,1,36817.56,5.6,55
2,1,314.839,2.8,3
3,1,25809.14,4.9,7
4,1,102132.16,5.6,4
35,1.5,35809.25,6.3,19
13,1,35110.03,5.7,70
14,1,89895.55,6.1,142
6,1,76740.36,5.7,29
7,1,4597.66,4.5,20
5,1,349.494,3.2,0
7,1,1949.71,4.1,30
4,1,734.173,3.5,6
71,1,297814.6,7.3,90
9,1,13138.96,5.1,2
28,1,46469.24,6.1,3
14,1,45794.13,5.8,0
8,1.5,10886.11,5.1,2
11,1,24811.52,5.4,15
4,1,6546.83,4.4,13
15,1,82170.14,6.1,37
7,1,5461.08,4.6,3
11,1,35310.52,5.6,45
5,1,34614.65,5.2,18
2,1,360162.61,5.9,5
14,1.5,60980.7,6.1,96
4,1,51992.31,5.3,5
9,1,127363.09,6.1,4
4,1,78593.54,5.5,18
7,1,11460.14,4.9,0
17,1,72007.74,6.1,80
3,1,2295.17,3.8,3
3,1,8410.45,4.4,6
9,1,37903.17,5.5,4
22,1,90279.71,6.3,94
4,1,7590.44,4.5,13
9,1,1163.19,4,20
67,1,299972.46,7.3,10
5,1.5,66614.41,5.7,0
7,1,26859.73,5.3,7
4,1,932.667,3.6,3
9,1,152397.91,6.1,102
34,1,13305.25,5.7,4
3,1,5688.89,4.2,4
3,1,4380.35,4.1,7
21,1,167997.63,6.5,1
38,1,454774.59,7.2,12
3,1,32267.84,5,2
5,1.5,2336.59,4.2,0
6,1,32590.67,5.3,17
27,1,165109.47,6.6,50
5,1.5,16270.5,5.1,0
8,1.5,460403.43,6.7,42
8,1,2562.43,4.3,25
12,1.5,1216616.2,7.3,26
78,1.5,107797.14,7.1,52
52,1,257818.93,7.1,2
15,1.5,61577.29,6.1,2
7,1,23497.35,5.2,3
77,1.5,1695464.52,8.3,153
3,1,16541.18,4.7,22
6,1,191449.95,6.1,76
12,1,2710.34,4.5,2
4,1,190121.71,5.9,35
4,1,100076.79,5.6,26
8,1,133805.7,6,12
18,1,31599.74,5.8,454
5,1,22713.41,5.1,0
6,1,4112.57,4.4,11
5,1,30941.98,5.2,2
5,1.5,432.859,3.5,1
14,1,1275.81,4.3,0
30,1,9447.72,5.5,2
4,1,13953.52,4.7,8
79,1,630120.85,7.7,101
25,1,15363.99,5.6,15
15,1.5,98228.2,6.3,74
15,1,5268.18,4.9,6
3,1.5,617.691,3.4,0
69,1,714220.19,7.7,17
5,1,2435.09,4.1,0
7,1,20096.5,5.1,0
72,1,56920.81,6.6,185
25,1,20811.95,5.7,0
9,1,2399.1,4.3,15
2,1,123.795,2.4,4
4,1,7806.81,4.5,0
2,1,2114.19,3.6,11
10,1.5,24651.23,5.6,7
87,1,150899.96,7.1,1071
14,1,4610.17,4.8,107
27,1,165133.85,6.6,170
5,1,96491.19,5.7,40
21,1,812726.21,7.2,29
5,1,24124.3,5.1,44
3,1,4112.52,4.1,9
4,1,37729.72,5.2,5
91,1,103551.73,7,96
4,1.5,13659.31,4.9,0
6,1,19512.28,5.1,0
27,1,119073.57,6.5,0
9,1,2673.23,4.4,2
98,1,1590906.98,8.2,150
82,1.5,517303.2,7.8,958
76,1,69988.11,6.7,43
13,1,398939.17,6.7,225
6,1,106578.44,5.8,62
14,1,248438.85,6.5,29
3,1,4852.46,4.2,3
25,1,29411.27,5.9,130
3,1.5,10410.86,4.7,12
8,1.5,40946.27,5.7,1
28,1.5,507778.21,7.3,8
25,1,115766.52,6.5,280
5,1,262.576,3.1,0
9,1.5,27719.5,5.6,6
10,1,62335.91,5.8,113
3,1,2215.04,3.8,230
13,1,450564.36,6.8,127
2,1,6498.35,4.1,2
3,1,2850.65,3.9,0
9,1,74887.52,5.8,15
5,1,1190.2,3.8,1
6,1,34567.94,5.3,10
5,1,12117.23,4.8,22
4,1,2704.51,4,0
7,1,23106.13,5.2,1
10,1.5,9088.14,5.1,0
14,1,77805.48,6,126
1,1,913.758,3,3
6,1.5,11377.07,5,9
73,1.5,1916283.71,8.3,600
7,1,372988.5,6.4,61
9,1.5,204993.53,6.4,0
6,1,168579.76,6,0
2,1,4514.95,4,4
5,1,13536.47,4.8,11
6,1,38494.75,5.4,13
3,1,15430,4.7,2
3,1,3174.16,4,1
16,1,34006.05,5.7,2
3,1,43534.36,5.1,43
6,1,341278.41,6.3,6
4,1,212702.28,5.9,1
22,1,34345.89,5.9,4
40,1,29773.22,6.1,14
2,1,3206.71,3.8,3
31,1,13866.05,5.6,5
5,1,15491.94,4.9,34
34,1,427668.3,7.2,0
32,1,378031.54,7.1,0
2,1,319.734,2.8,4
11,1,38377.29,5.6,0
7,1,3358.16,4.4,2
22,1.5,104127.85,6.5,2
13,1,642775.91,6.9,2
3,1,25847.23,4.9,12
6,1,15666.7,5,5
6,1,3336.9,4.3,16
7,1,5387.26,4.6,1
25,1,40326.99,6,0
3,1,1918.98,3.8,3
3,1,2902.47,3.9,2
7,1,1940.49,4.1,17
12,1,27490.25,5.5,36
2,1,9451.39,4.3,4
10,1,1102.54,4,0
3,1,940.378,3.5,0
9,1,17035.94,5.2,0
4,1,822.028,3.5,0
2,1,40765.63,4.9,6
5,1,66240.08,5.5,2
18,1,3192.6,4.8,0
7,1,109079.09,5.9,9
5,1,863.938,3.6,0
2,1,290.124,2.8,38
3,1,7109.82,4.3,15
29,1.5,94680.09,6.6,0
6,1,42036.42,5.4,1
3,1.5,4203.8,4.3,0
11,1,4699.06,4.7,11
39,1,517032.24,7.3,12
8,1,59874.59,5.7,36
12,1,68107.39,5.9,12
6,1,1823.21,4,0
19,1,656435.88,7.1,104
3,1,5759.2,4.2,2
12,1.5,131716.7,6.4,80
3,1,11015.63,4.5,2
4,1,2552.4,4,5
5,1,53227.22,5.4,3
5,1,11383.97,4.8,0
3,1,43137,5.1,5
15,1.5,184731.32,6.6,2
10,1,3222.43,4.5,43
27,1,438826.47,7.1,7
18,1,2552.4,4.7,1
15,1,1342.82,4.3,10
23,1.5,4366.7,5.2,80
62,1,518021.47,7.5,5
24,1,1256487,7.5,0
21,1,124921.44,6.4,38
50,1,259566.5,7.1,2
10,1,1596.31,4.2,81
5,1.5,661938.51,6.7,0
20,1,434387.22,6.9,24
112,1.5,801034.98,8.1,41
121,1,719319.21,7.9,11
22,1.5,26378.46,5.9,2
5,1,10964.12,4.7,18
3,1,378.372,3.1,26
15,1,44621.63,5.8,6
60,1,293439.41,7.2,4
19,1,61718.44,6.1,1
67,1,243408.04,7.2,46
12,1,210595.93,6.4,59
4,1,25391.02,5,7
18,1,1618.27,4.5,12
39,1,134599.05,6.7,6
14,1,16206.35,5.4,193
23,2,18297.71,5.9,16
4,1,6833.39,4.4,0
3,1,28938.65,4.9,5
9,1,45657.96,5.6,526
18,1,840.315,4.2,24
4,1,6318.74,4.4,7
3,1,2766.81,3.9,5
22,1,126509.25,6.4,0
10,1,17734.74,5.2,11
3,1,565.035,3.2,18
3,1,21502.28,4.8,50
5,1,4953.7,4.4,66
4,1,1071.67,3.6,8
3,1,1385.12,3.6,9
15,1,1223.99,4.3,7
6,1,57886.05,5.5,2
3,1,19956.32,4.8,20
3,1,23984.7,4.9,19
12,2,122344.52,6.5,46
60,2,504018.95,7.8,132
10,1,40094.93,5.6,47
26,1,6983.94,5.3,52
3,2,2299.58,4.1,1
4,1,54978.54,5.3,0
7,1,3683.47,4.4,1
13,1,16296.15,5.3,1
74,1,950041.45,7.8,150
18,1,155288.1,6.4,4
4,1,16765.77,4.8,0
12,1,12731.58,5.2,6
18,1,35644.75,5.8,4
26,1,174277.88,6.7,0
6,1,51559.62,5.5,0
5,2,17966.86,5.3,0
7,1,24766.33,5.2,16
35,1,187993.81,6.8,25
10,1,69819.97,5.8,260
4,1,26240.05,5,4
2,1,869.89,3.2,20
5,1,146006.3,5.9,13
18,1,606979.95,7,250
5,1,34788.84,5.2,4
3,1,44308.65,5.1,4
43,1,768805.99,7.5,52
28,1,28078.51,5.9,0
3,1,25147.77,4.9,5
6,1,4560.17,4.4,0
12,1,141449.13,6.2,39
2,1,16922.14,4.5,15
7,1,32712.75,5.4,42
48,1,37381.73,6.3,5
19,2,14865.98,5.8,60
6,1,123353.8,5.9,0
10,1,4902.34,4.7,3
116,2,213081.28,7.7,195
45,1,1485582.82,7.8,40
84,1,143296.13,7.1,68
22,1,124537.13,6.4,42
70,1,2109010.65,8.2,4
30,1,15925.76,5.7,364
4,1,191443.8,5.9,441
6,1,3845.15,4.4,0
4,1,4225.43,4.2,256
3,1,21839.56,4.8,6
5,1,162839.52,5.9,87
41,1,302774.27,7.1,185
12,1,3609.62,4.6,1
1,1,2748.04,3.4,12
4,1,2751.41,4,8
11,1,63167.25,5.8,35
47,2,681019.56,7.8,457
4,1,4721.61,4.3,1
2,1,363.573,2.9,0
5,1,350925.23,6.2,36
30,1,182706.86,6.7,248
5,1,6128.86,4.5,4
3,1,218.833,2.8,7
3,1,1851.09,3.7,4
2,1,1666.24,3.5,18
2,1,47887.9,5,24
3,1,724.352,3.3,0
4,1,1726.33,3.8,1
3,1,22757.9,4.8,0
9,1,55624.82,5.7,575
9,2,612225.68,7,629
7,1,5035.05,4.5,15
3,1,1391.75,3.6,0
10,1,154656.47,6.2,1
2,1,456.857,3,4
5,1,6984.07,4.5,23
3,1,634.81,3.3,4
5,1,20117.68,5,8
2,1,11616.12,4.4,0
12,1,16831.95,5.3,24
4,1,170055.89,5.8,24
4,1,393.774,3.2,9
6,1,31360.94,5.3,33
2,1,1429.8,3.5,22
2,1,1570.85,3.5,7
4,1,138195.36,5.7,20
2,1,599.603,3.1,2
3,1,69641.37,5.3,9
2,1,32.9631,1.8,8
4,1,1119.13,3.7,21
9,1,43706.28,5.6,30
11,1,109599.76,6.1,50
7,1,9984.92,4.8,4
2,1,11362.69,4.4,4
2,1,34991.37,4.8,25
5,1,23710.14,5.1,26
7,2,122594.39,6.2,11
41,1,506577.31,7.3,160
5,1,890.878,3.6,0
4,1,6787.66,4.4,2
7,1,5536.22,4.6,12
5,1,3091.85,4.2,291
3,1,7858.76,4.4,2
4,1,58065.33,5.4,2
5,1,11678.75,4.8,52
4,1,14311.41,4.8,1
8,1,4210.06,4.5,21
3,1,27577.82,4.9,0
9,1,274771.44,6.4,0
8,1,86843.55,5.8,0
58,1,85035.01,6.7,0
8,1,3213.02,4.4,0
55,1,185348.84,7,21
9,2,42686.92,5.9,32
11,2,76601.15,6.2,57
5,1,394010.74,6.3,41
1,2,5871.7,4.1,0
6,2,39986.1,5.7,0
8,1,107431.15,5.9,3
3,2,33213.17,5.3,6
4,1,17035.91,4.8,6
5,1,1943.12,4,7
12,1,2695.04,4.5,1
9,1,69157.08,5.8,1
21,2,78277.05,6.5,79
5,1,21480.76,5,9
5,1,141404.27,5.8,23
12,2,42910.99,6,1
9,1,12433.37,5,0
4,1,24930.1,5,41
25,1,175249.12,6.6,22
6,1,18313.13,5,14
7,1,77888.81,5.7,21
23,2,62043.81,6.5,3
2,1,1833.14,3.6,7
6,1,55687.42,5.5,6
3,1,58309.39,5.2,9
4,1,4698.61,4.3,1
3,2,4629.99,4.4,0
40,2,7029.42,5.8,0
41,1,144912.1,6.8,0
2,2,2585.88,4,0
7,1,726.151,3.7,0
5,1,19039.1,5,23
17,1,83386.69,6.2,0
7,1,41563.97,5.5,0
13,2,63265.46,6.2,0
4,1,190869.85,5.9,20
10,1,29216.79,5.5,0
30,1,1164021.58,7.5,8
29,1,9215.51,5.4,0
5,1,15650.91,4.9,1
48,2,144631.5,7.1,0
20,1,45525.91,6,6
49,1,538045.66,7.4,60
6,1,39365.97,5.4,0
3,2,2497.52,4.2,0
14,1,44107.11,5.8,1
4,1,91481.44,5.6,25
38,2,40531.48,6.5,0
4,1,529.715,3.3,0
2,1,11509.73,4.4,5
27,1,15349.57,5.6,1
7,1,191822.7,6.1,0
43,2,73291.88,6.8,3
21,2,196114.53,6.9,9
5,1,2497.43,4.1,6
3,2,57624.36,5.5,0
73,1,157985.09,7.1,130
8,1,16205.26,5.1,1
29,2,464470.79,7.4,0
10,1,585.622,3.8,7
11,2,143715.08,6.5,0
11,1,6790.16,4.9,2
17,1,19592.43,5.5,0
8,2,64885.47,6,3
21,2,37924.86,6.2,0
3,1,628.611,3.3,1
8,1,33679.3,5.4,0
7,1,7506.79,4.7,6
1,1,1175.07,3.1,0
5,2,16107.27,5.2,5
9,1,10087.24,5,0
14,1,3020.97,4.6,0
11,1,33830.6,5.6,33
36,1,149086.15,6.7,3
8,2,17541.13,5.4,0
4,1,10706.76,4.6,5
8,1,76506.6,5.8,0
80,1,61414.58,6.7,17
9,2,30123.57,5.7,9
9,1,78789.89,5.9,20
6,1,180478.52,6,1
9,1,85479.98,5.9,3
9,1,77638.16,5.8,0
7,1,29003.72,5.3,0
17,2,34451.65,6.1,1
6,1,2372.59,4.2,4
10,1,75937.07,5.9,1
6,1,22619.33,5.1,6
9,1,6258.01,4.8,0
6,2,41523.05,5.7,1
20,1,73074.39,6.2,19
6,1,47810.17,5.5,11
4,1,9335.39,4.6,12
83,1,955843.2,7.9,23
11,1,63468.41,5.8,4
19,1,4583.43,4.9,0
1,1,1297.55,3.1,0
38,1,24216.56,6,20
4,2,2252.49,4.3,0
23,2,808059.61,7.6,0
5,1,912.764,3.7,0
9,1,45838.45,5.6,0
4,1,2550.79,4,125
19,1,140515.03,6.4,0
5,1,1102.97,3.7,1
5,2,114098.67,6.1,0
48,2,224148.16,7.3,23
25,1,4629.7,5.1,9
12,2,1834.71,4.6,0
21,1,63089.06,6.1,62
4,1,10408.03,4.6,3
51,2,70520.88,6.9,69
3,1,30135.72,5,6
4,1,16015.58,4.8,5
3,1,761.612,3.4,3
1,2,213.269,2.6,0
3,1,1981.92,3.8,2
6,1,204295.58,6.1,1
93,1,115246.52,7,95
3,1,16656.85,4.7,20
17,1,57711.98,6,2000
48,1,131307.99,6.8,279
9,1,28847.57,5.4,67
4,1,12264.27,4.7,26
2,1,1199.3,3.4,6
8,1,29111.38,5.4,13
7,1,47853.29,5.5,24
2,1,2463.6,3.7,28
3,1,4080.57,4.1,4
3,1,8925.77,4.4,2
10,2,38291.77,5.9,11
5,1,8374.03,4.6,17
20,1,22573.98,5.7,19
4,1,12375.93,4.7,16
5,1,13902.97,4.8,95
16,2,211256.78,6.8,2000
8,1,29516.96,5.4,2
11,2,147088.34,6.5,0
3,1,332.483,3,0
4,1,62548.04,5.4,3
4,1,11553.11,4.7,0
9,1,40658.76,5.6,5
8,1,8032.65,4.8,51
11,2,491950.15,7,104
9,1,33402.88,5.5,0
20,1,53194.83,6,15
19,1,29372.7,5.7,10
7,1,10778.8,4.9,8
20,1,308728.72,6.8,23
13,1,12975.73,5.2,16
22,1,333.207,3.9,0
17,1,374448.85,6.8,89
2,1,3208.66,3.8,12
3,1,84372.28,5.4,16
55,1,154793.77,6.9,69
3,1,9814.17,4.5,0
6,1,36825.48,5.3,22
4,1,188694.05,5.9,129
41,1,159497.37,6.8,3
5,1,8209.31,4.6,0
22,2,50377.42,6.3,1053
5,1,12677.59,4.8,21
10,1,242699.51,6.4,30
6,2,44952.69,5.7,12
19,1,52560.03,6,3
20,1,68754.86,6.1,34
3,2,7725.62,4.7,20
23,1,43676.36,6,28
8,1,85856.94,5.8,15
4,1,14785.95,4.8,13
45,2,134287.4,7.1,11
3,1,4899.65,4.2,43
18,1,65654.14,6.1,1
10,1,855819.77,6.9,7
8,1,44209.12,5.5,7
17,1,163360.92,6.4,8
3,1,9965.14,4.5,11
2,1,1667.49,3.5,7
2,1,4580.5,4,27
5,1,11721.28,4.8,8
4,1,1058.18,3.6,3
25,1,619197.82,7.2,126
13,1,35551.57,5.7,987
2,1,395.807,2.9,16
3,2,1468.81,3.9,4
5,1,12148.26,4.8,17
9,1,101854.32,6,0
17,2,40036.82,6.1,23
2,1,23384.41,4.7,4
21,1,823461.88,7.2,40
41,1,433454.63,7.2,40
43,1,275029.31,7.1,5
15,1,72209.36,6,23
14,1,55740.23,5.9,62
3,1,2586.86,3.9,88
22,1,69402.58,6.2,65
4,1,7891.31,4.5,3
5,1,6802.76,4.5,1
2,1,968.76,3.3,2
18,2,73780.97,6.4,202
3,1,12209.92,4.6,5
4,1,6530.74,4.4,6
4,1,35359.18,5.2,41
8,1,15321.96,5.1,5
46,2,28630.77,6.4,5
12,2,226558.27,6.7,200
2,2,1055.41,3.6,0
4,1,3517.31,4.1,20
9,2,93628.71,6.2,19
37,1,102998.37,6.6,39
7,2,3446.4,4.7,16
3,2,2332.12,4.1,117
3,1,5936.26,4.3,6
25,2,86681.01,6.6,4
13,1,14901.1,5.3,1
4,1,6052.27,4.4,28
12,1,679663.6,6.9,160
3,1,8129.39,4.4,0
2,1,2020.76,3.6,8
19,1,71253.3,6.1,6
28,2,379339.74,7.3,1
7,1,24898.89,5.2,0
4,1,12730.18,4.7,13
4,1,928.544,3.6,5
4,2,628.483,3.7,0
12,1,26479.81,5.5,1
5,1,82363.91,5.6,14
32,2,443212.08,7.5,4
2,1,1727.34,3.5,20
36,1,1515482.22,7.7,0
53,2,336115.19,7.6,177
48,2,58909.96,6.8,4
3,1,507.011,3.2,1
4,1,34532.06,5.1,11
6,2,130491.54,6.2,2
2,1,1437.55,3.5,6
2,1,2455.69,3.7,0
3,1,150.551,2.7,0
5,1,75648.02,5.6,20
23,1,673469.24,7.2,4
4,1,89539.22,5.6,2
32,1,122632.43,6.6,0
13,1,260716.36,6.5,0
12,1,220943.44,6.4,1
2,1,23040.13,4.7,3
4,1,436815.44,6.2,3
14,1,16367.39,5.4,25
