duration,severity,affected,magnitude,dead
32,1,275339.78,6.9,26
7,1,104031.03,5.9,15
23,1,488992.8,7.1,7
28,1,135417.73,6.6,0
4,1,10544.88,4.6,0
7,1,892.05,3.8,0
36,2,7609.48,5.7,0
16,1,43716.57,5.8,95
8,1,123212.59,6,300
8,1,11963.02,5,19
5,1,35239.65,5.2,0
11,1,56393.19,5.8,9
61,1,118198.38,6.9,0
11,1,6747.27,4.9,17
3,1,127862.24,5.6,10
16,1,24295.58,5.6,0
3,2,1121.74,3.8,0
6,1,618243.19,6.6,2
6,1,22757.65,5.1,29
42,2,2339.48,5.3,31
31,1,78150.97,6.4,9
8,1,7580.22,4.8,4
4,2,71018.19,5.8,1
3,2,4747.18,4.5,3
4,1,11751.45,4.7,4
4,1,1559.24,3.8,0
28,2,285908.88,7.2,3
4,1,215.291,2.9,0
4,2,55444.5,5.6,160000
3,1,44767.86,5.1,0
2,1,2662.82,3.7,1
13,1,23455.77,5.5,6
9,2,43430.02,5.9,15
24,1,436702.62,7,54
15,1,80551.76,6.1,3
14,1,263934.24,6.6,0
5,1,3232.17,4.2,0
5,1,4281.58,4.3,0
5,1,426.448,3.3,0
5,2,3782.68,4.6,15
24,1,39971.51,6,939
5,1,23734.89,5.1,56
4,2,5108.2,4.6,0
6,1,21572.62,5.1,26
8,1,7328.19,4.8,0
11,1,14671.98,5.2,61
39,1,127493.44,6.7,0
9,1,13177.33,5.1,11
15,1,107063.04,6.2,3
3,1,299.295,3,0
5,1,10515.15,4.7,2
6,1,13464.18,4.9,1
2,1,230.99,2.7,1
5,2,6532.21,4.8,0
33,1,52232.64,6.2,0
10,1,1515.96,4.2,1
29,2,110.21,3.8,0
3,1,2490.36,3.9,7
51,1,159581.94,6.9,30
3,1,1127.99,3.5,0
5,1,31214.58,5.2,83
4,1,1824.12,3.9,0
12,1,161739.65,6.3,210
5,1,3022.27,4.2,19
8,1,5575.89,4.6,0
3,1,81.7624,2.4,13
17,1,109541.01,6.3,3006
5,1,15942.11,4.9,1
3,1,19689.71,4.8,0
4,1,10780.74,4.6,9
14,2,363510.71,7,100
2,1,38945.07,4.9,3
10,1,308986.37,6.5,16
7,2,72283.7,6,196
2,1,831.468,3.2,0
3,1,10713.94,4.5,7
2,1,42655.12,4.9,13
59,1,47461.89,6.4,34
20,2,38781.5,6.2,67
3,1,20780.32,4.8,25
2,1,16748.57,4.5,2
4,1,16535.64,4.8,15
2,1,582.05,3.1,2
2,2,140.962,2.8,0
3,1,1448.63,3.6,1
4,1,16657.32,4.8,164
5,1,5488.44,4.4,65
3,1,517.871,3.2,0
3,1,199.004,2.8,0
59,2,378045.12,7.6,11
2,2,4070.77,4.2,8
39,1,638379.86,7.4,210
2,1,19410.64,4.6,8
14,1,2439.38,4.5,0
2,1,13375.18,4.4,1
2,2,274.971,3,0
7,1,17191.92,5.1,3
4,2,21194.51,5.2,3
15,2,16222.47,5.7,2
19,1,106552.73,6.3,11
6,2,17939.35,5.3,8
9,1,17243.62,5.2,4
11,1,12017.51,5.1,36
6,1,2163.87,4.1,1
12,2,6966.13,5.2,2
14,2,86023.99,6.4,2
4,1,78938.76,5.5,16
15,1,52796.91,5.9,0
11,1,102889.49,6.1,34
3,2,509.144,3.5,0
14,1,156995.58,6.3,24
6,1,25357.78,5.2,18
4,2,2441.81,4.3,0
38,1,65222.23,6.4,185
20,1,44796.52,6,35
2,1,4606.95,4,3
15,2,84821.82,6.4,54
3,1,14994.27,4.7,15
3,1,2079.62,3.8,5
2,1,646.886,3.1,4
6,1,18008.27,5,0
29,1,157042.18,6.7,0
27,1,26962.05,5.9,25
4,1,8716.04,4.5,0
6,1,92247.56,5.7,27
110,2,1162598.06,8.4,3000
2,2,750.023,3.5,0
18,1,62813.66,6.1,1
2,1,153.021,2.5,7
2,1,337.173,2.8,0
3,1,47477.59,5.2,2
3,1,26644.5,4.9,1
12,1,136392.44,6.2,0
4,1,420.299,3.2,1
12,2,28979.14,5.8,0
4,2,45909.97,5.6,0
3,1,8999.41,4.4,45
116,1,90256.29,7,0
6,1,114505.27,5.8,0
2,1,9845.03,4.3,3
4,1,14374.15,4.8,0
131,1,607.755,4.9,0
2,1,149.54,2.5,22
2,1,2442.19,3.7,4
6,1,59887.68,5.6,3
2,1,114.073,2.4,18
10,1,8904.89,4.9,3300
5,1,117312.56,5.8,1
4,1,531.389,3.3,8
5,1,10939.99,4.7,7
3,1,7786.59,4.4,0
2,1,7985.92,4.2,1
5,1,14229.48,4.9,0
1,1,1122.78,3.1,8
2,1,18401.2,4.6,6
1,1,4312.8,3.6,7
9,1,177018.72,6.2,4
2,1,1526.96,3.5,0
2,1,3305.11,3.8,9
20,1,29066.34,5.8,12
3,1,2676.01,3.9,5
33,1,264456.02,6.9,18
5,1,375.433,3.3,53
21,1,104997.2,6.3,0
2,1,271.875,2.7,1
33,1,268299.25,6.9,50
2,1,9904.24,4.3,4
11,1,9448.2,5,10
3,1,18401.51,4.7,37
37,1,839987,7.5,0
15,2,30761.93,6,0
8,1,53346.1,5.6,0
12,1,47165.16,5.8,0
12,1,3315.43,4.6,2
9,1,120148.25,6,0
2,1,1435.96,3.5,1
13,1,44233.26,5.8,198
5,1,108613.62,5.7,0
6,1,14015.3,4.9,0
6,1,10516.82,4.8,0
3,2,86.6257,2.7,0
3,1,2879.29,3.9,4
5,1,353750.6,6.2,8
5,1,2011.2,4,0
15,1,3374.3,4.7,0
2,1,20579.09,4.6,2
3,1,70496.68,5.3,3
4,1,1401.54,3.7,0
9,2,111021.08,6.3,0
39,1,209386.98,6.9,0
17,1,42115,5.9,0
22,1,338694.19,6.9,0
85,1,139112.79,7.1,0
4,1,1083.59,3.6,1
6,1,284.716,3.2,5
9,1,3685.68,4.5,0
5,1,32950.64,5.2,0
13,2,14841.55,5.6,2
15,1,20372.96,5.5,7
22,1,23470.4,5.7,0
41,1,150236.89,6.8,0
44,1,176541.44,6.9,6
123,2,615606.17,8.2,10
3,1,26683.32,4.9,4
5,1,385.603,3.3,0
3,1,534.805,3.2,4
33,1,64571.92,6.3,0
35,1,75082.68,6.4,0
8,2,17758.4,5.5,0
13,1,1308.79,4.2,2
11,1,32623.07,5.6,3
4,2,540.126,3.6,1
10,1,10630.55,5,5
3,1,1927.13,3.8,0
59,1,2018522.23,8.1,161
43,2,1231895.8,8,0
2,1,3573.26,3.9,0
10,1,87835.8,5.9,6
3,1,73131.96,5.3,0
3,1,16827.6,4.7,0
13,1,167998.11,6.3,2
2,1,257.162,2.7,15
3,1,1305.97,3.6,6
5,1,8232.15,4.6,35
2,1,238.27,2.7,0
20,1,12916.99,5.4,200
25,1,21651.02,5.7,0
3,1,766.549,3.4,1
2,1,9918.63,4.3,7
45,2,82419.94,6.9,148
6,1,27233.62,5.2,6
19,1,22660.13,5.6,5
3,1,7224.1,4.3,8
6,1,539.962,3.5,0
5,1,11855.82,4.8,0
7,1,3601.56,4.4,0
2,1,106.546,2.3,0
10,2,86272.34,6.2,9
3,1,5584.25,4.2,4
2,1,3338.3,3.8,7
27,1,5307.76,5.2,7
9,1,1045.19,4,0
3,1,3793.65,4.1,3
3,1,702.724,3.3,3
4,2,213997.96,6.2,9
5,1,21201.19,5,13
79,1,13377.33,6,3
3,1,8243.39,4.4,0
1,1,457.6,2.7,4
6,1,38304.75,5.4,61
2,1,254.649,2.7,18
3,1,297683.26,6,12
17,1,21413.21,5.6,12
2,1,507.189,3,12
5,1,952.089,3.7,2
2,1,595.224,3.1,165
2,1,17156.81,4.5,2
2,1,94.8275,2.3,0
2,1,3857.91,3.9,0
7,1,171071.22,6.1,16
5,1,73221.49,5.6,0
3,2,51606.53,5.5,0
19,2,11463.21,5.6,3
10,2,70921.02,6.2,4
8,1,10631.92,4.9,52
4,1,51769.75,5.3,13
13,2,62960.79,6.2,0
8,1,14779.07,5.1,0
23,2,21798.11,6,3
2,1,923.127,3.3,2
2,1,5589.93,4,8
19,1,137750,6.4,28
2,1,1854.41,3.6,1
2,1,731.057,3.2,1
3,1,643.389,3.3,0
4,1,1785.32,3.9,3
10,1,113990.59,6.1,2
2,1,116.886,2.4,9
4,2,48760.16,5.6,18
3,1,2292.81,3.8,13
7,1,171199.17,6.1,7
1,1,6689.31,3.8,6
3,1,376.375,3.1,4
2,1,2826.32,3.8,0
4,1,21408.02,4.9,127
31,1,314895.7,7,7
5,1,31350.78,5.2,15
54,1,134916.26,6.9,16
1,1,10530.39,4,7
2,1,3519.3,3.8,30
9,2,32128.23,5.8,1
2,2,1168.71,3.7,6
2,1,1114.78,3.3,2
2,1,160.198,2.5,24
55,1,117883.62,6.8,67
5,1,6155.34,4.5,17
3,1,11776.47,4.5,0
1,1,367.842,2.6,2
18,1,2470.75,4.6,1
1,1,5002.79,3.7,3
81,2,471060.82,7.9,123
1,1,2922.85,3.5,0
4,2,3538.66,4.5,0
2,1,85.0703,2.2,0
2,1,27219.12,4.7,3
4,1,5832.81,4.4,2
5,1,7788.93,4.6,1
1,1,10537.09,4,2
22,1,34209.05,5.9,0
,,,,
3,1,5503.86,4.2,1
25,1,323815.17,6.9,1
4,1,1028149.43,6.6,0
,,,,
,,,,
8,1,317.658,3.4,0
17,1,586302.53,7,1
89,1,78728.11,6.8,10
3,1,19628.97,4.8,13
4,1,14325.51,4.8,11
#N/A,#N/A,#N/A,,#N/A
69,1,138852.9,7,7
3,1,15058.79,4.7,0
2,1,3162.75,3.8,0
5,1,14422.68,4.9,0
23,1,118350.1,6.4,9
2,1,1992.49,3.6,0
3,1,6499.41,4.3,2
4,1,3901.07,4.2,12
92,1,486564.84,7.7,0
3,1,8222.43,4.4,0
3,1,9891.46,4.5,2
2,2,2576.57,4,30
5,1,12776.68,4.8,2
25,2,95753.23,6.7,20
8,1,12067.52,5,5
76,1,215590.79,7.2,0
5,1,13111.55,4.8,0
1,1,2626.51,3.4,2
3,1,1524.21,3.7,0
2,2,546.934,3.3,0
3,1,50628,5.2,14
3,1,8171.95,4.4,5
5,1,9368.9,4.7,0
5,1,131879.05,5.8,1
21,1,281931.48,6.8,20
8,1,12173.27,5,3
14,1,53538.05,5.9,2
5,1,70175.04,5.5,22
3,1,8078.29,4.4,19
2,1,695.898,3.1,1
2,1,1218.83,3.4,10
4,1,33247.73,5.1,9
49,1,868200.94,7.6,285
4,1,103777.99,5.6,1
3,1,1443.81,3.6,9
62,1,235095.9,7.2,0
49,1,137086.59,6.8,217
2,1,1021.37,3.3,0
17,2,150549.91,6.7,3
2,1,1496.24,3.5,2
4,1,4099.76,4.2,0
3,1,962.615,3.5,20
38,2,126534.39,7,18
5,1,6903.15,4.5,1
3,1,1766.2,3.7,0
1,1,1088.54,3,0
2,1,2785.01,3.7,0
2,1,1183.34,3.4,2
6,1,152.296,3,3
4,1,41056.59,5.2,1
36,1,1540349.44,7.7,430
7,1,37685.27,5.4,4
7,1,18773.56,5.1,0
4,1,766.522,3.5,4
15,1,4231,4.8,55
6,1,2647.5,4.2,13
5,1,12934.64,4.8,2
4,1,22834.67,5,11
7,1,60614.8,5.6,7
3,1,1700.85,3.7,2
3,1,3350.82,4,3
2,1,785.174,3.2,1
4,1,67.7191,2.4,0
122,2,702361.66,8.2,600
2,1,5709.91,4.1,0
5,1,1700.7,3.9,3
14,1,9132.34,5.1,0
10,1,2427.5,4.4,1
2,1,1202.55,3.4,4
3,1,44616.58,5.1,28
4,1,5085.41,4.3,0
3,1,6238.6,4.3,1
3,1,3901.12,4.1,3
25,1,62479.95,6.2,0
6,1,17832.44,5,1
12,1,10284.86,5.1,0
5,2,17427.04,5.2,41
2,1,2074.7,3.6,2
2,1,174.444,2.5,4
10,2,13488.03,5.4,266
7,1,317905.6,6.3,83
5,1,6123.73,4.5,68
4,1,856.765,3.5,0
6,1,5265.43,4.5,0
2,1,359.582,2.9,0
3,1,33795,5,0
9,2,313672.72,6.8,3
17,1,52987.31,6,106
2,1,4845.05,4,0
4,1,13874.73,4.7,0
16,1,345303.79,6.7,0
21,1,24063.21,5.7,0
6,1,6718.98,4.6,0
3,1,210.128,2.8,0
5,1,8766.21,4.6,0
13,2,280039.63,6.9,24
2,1,1449.13,3.5,0
21,1,876375.49,7.3,0
45,1,466914.56,7.3,77
2,1,1500.93,3.5,0
3,1,1769.35,3.7,2
4,2,14987.88,5.1,5
34,1,393161.63,7.1,0
43,1,315231.35,7.1,0
7,1,1139.21,3.9,4
50,1,30866.26,6.2,0
6,1,23062.38,5.1,30
13,1,5014.82,4.8,1
4,2,83502.65,5.8,0
4,1,2425.73,4,4
2,1,2791.37,3.7,4
11,2,241748.7,6.7,2
44,2,1434589.04,8.1,1
4,1,13530.48,4.7,2
2,1,343.973,2.8,39
1,1,914.247,3,0
2,1,3089.53,3.8,0
3,1,701.566,3.3,2
45,1,285012.04,7.1,0
3,1,1367.86,3.6,1
18,1,30394.38,5.7,0
6,1,1097.11,3.8,12
2,1,371.086,2.9,8
4,1,656.473,3.4,1
14,1,220029.06,6.5,0
5,1,3279.12,4.2,24
2,1,965.73,3.3,6
12,1,12949.64,5.2,14
13,1,269996.83,6.5,0
5,1,30706.8,5.2,0
5,2,22883.26,5.4,0
11,1,338861.7,6.6,0
12,1,19395.83,5.4,0
12,1,137205.77,6.2,8
10,1,32682.01,5.5,0
10,1,68628.4,5.8,0
37,1,37809.06,6.1,0
46,1,26936.78,6.1,0
102,1,139112.79,7.2,0
12,1,35397.85,5.6,0
4,1,13941.66,4.7,2
31,1,1260590.18,7.6,0
9,1,106247.98,6,1
2,1,82478.43,5.2,2
24,1,785574.94,7.3,1
4,1,57424.09,5.4,0
4,1,9031.36,4.6,0
4,1,6337.59,4.4,0
10,1,26796.79,5.4,27
15,1,115312.47,6.2,0
168,2,607286.01,8.3,7
7,1,433469.94,6.5,20
4,1,42499.87,5.2,2
2,1,401.224,2.9,0
7,1,1014.86,3.9,0
2,1,545.177,3,3
2,1,29456.33,4.8,0
4,1,40587.44,5.2,0
3,1,2674.05,3.9,0
8,1,46117.22,5.6,1
4,1,6108.77,4.4,0
14,1,88563.63,6.1,32
3,1,1559.1,3.7,7
11,1,4154.77,4.7,0
3,1,18390.87,4.7,0
2,1,276.318,2.7,0
14,1,65370.88,6,6
14,1,36369.03,5.7,12
10,1,294622.26,6.5,0
13,1,27341.22,5.6,3
11,1,1861.91,4.3,0
3,1,28756,4.9,1
2,1,3621.72,3.9,2
19,1,78942.02,6.2,7
44,1,166298.58,6.9,0
2,1,292.004,2.8,0
2,1,333.722,2.8,0
22,1,2994.31,4.8,1
14,1,189697.31,6.4,16
2,1,212.606,2.6,4
11,1,6742.45,4.9,44
19,1,60476.42,6.1,0
3,1,27682.21,4.9,8
7,1,1672.7,4.1,0
24,2,9362.83,5.7,0
3,1,1873.41,3.7,15
4,1,14318.2,4.8,0
25,1,115919.99,6.5,29
4,1,4201.56,4.2,0
3,1,878.617,3.4,0
5,1,1681.67,3.9,0
6,1,19475.5,5.1,1
48,1,410708.54,7.3,23
3,1,396.349,3.1,0
8,1,259752.89,6.3,7
6,1,48599.81,5.5,0
6,1,457677.64,6.4,0
5,1,146.379,2.9,0
4,1,20634.73,4.9,0
3,1,898.687,3.4,0
6,1,14760.78,4.9,24
3,1,2796.27,3.9,4
4,1,787.683,3.5,0
3,1,751.122,3.4,6
3,1,4108.64,4.1,0
6,1,21909.34,5.1,0
5,1,14147.74,4.8,2
11,1,44627.03,5.7,6
2,1,1292.7,3.4,2
5,1,648.179,3.5,28
3,2,82.0525,2.7,39
5,1,1029.56,3.7,0
12,1,29901.95,5.6,0
8,1,1235.54,4,0
6,2,40845.92,5.7,63
3,1,1721.59,3.7,0
15,2,17006.86,5.7,12
21,2,2203.32,5,8
14,1,65263.03,6,0
10,1,15002.61,5.2,2
3,1,590.451,3.2,0
3,1,600.754,3.3,0
1,1,145253.54,5.2,0
4,1,924.671,3.6,12
5,1,4834.93,4.4,1
4,1,4327.32,4.2,0
12,2,11753.31,5.5,1
4,1,6119.98,4.4,4
16,1,884.881,4.2,3
5,1,8719.41,4.6,2
5,1,22713.01,5.1,20
3,1,6903.22,4.3,60
6,1,7741.04,4.7,0
7,1,77910.06,5.7,14
4,1,7902.14,4.5,2
22,1,106239.37,6.4,1
5,2,13912.96,5.1,0
4,2,7597.36,4.8,0
31,1,187542.85,6.8,0
3,1,135.402,2.6,0
4,2,5421.41,4.6,0
22,1,283687.64,6.8,7
7,1,9745.41,4.8,11
7,1,8020.61,4.7,0
6,1,16617.71,5,1
3,1,11708.02,4.5,3
4,1,23941.66,5,13
9,1,20039.47,5.3,8
4,1,31074.07,5.1,1
4,1,4486.28,4.3,0
77,1,139683.92,7,1
18,1,11922.12,5.3,1
11,2,19984.68,5.6,76
9,1,48802.44,5.6,6
4,1,5643.54,4.4,0
14,1,97964.82,6.1,0
4,1,63445.93,5.4,0
5,1,35142.76,5.2,10
3,1,5096.88,4.2,0
5,1,10479.27,4.7,23
16,1,19471.32,5.5,28
3,1,90.1132,2.4,0
4,1,78978.7,5.5,22
3,1,287.878,2.9,0
8,1,11482.1,5,3
10,1,1348.91,4.1,0
4,1,11999.65,4.7,138
4,1,9152.77,4.6,0
6,1,12948.32,4.9,4
6,1,62183.46,5.6,2
19,2,125461.42,6.7,0
7,1,4902.73,4.5,22
101,2,371596.28,7.9,65
12,1,25336.07,5.5,28
35,1,51699.41,6.3,2
5,2,17448.18,5.2,0
9,2,50976.86,6,29
7,1,17267.47,5.1,106
3,1,2999.92,4,16
3,1,1008.6,3.5,21
5,1,28018.74,5.1,21
5,1,11679.24,4.8,29
5,1,9715.16,4.7,35
6,1,522.922,3.5,5
3,1,6762.02,4.3,33
3,1,61.3685,2.3,0
5,2,10857.77,5,59
22,2,252250.7,7,55
23,1,94511.31,6.3,124
2,1,409.976,2.9,24
2,1,16409.15,4.5,1
7,1,29669.25,5.3,21
8,1,2120.16,4.2,10
2,1,5174.6,4,28
5,1,1352.07,3.8,3
4,1,6075.26,4.4,2
6,1,1348.91,3.9,0
7,1,27818.77,5.3,10
9,1,22266.55,5.3,0
5,1,3417.55,4.2,2
3,1,1325.62,3.6,0
4,1,8401.28,4.5,0
7,1,275.312,3.3,0
3,2,3345.25,4.3,0
35,1,17605.45,5.8,0
3,1,2046.79,3.8,0
9,2,127556.41,6.4,15
3,1,5161.32,4.2,13
3,1,1657.33,3.7,2
4,1,993.753,3.6,6
2,1,1149.17,3.4,25
5,1,15133.75,4.9,34
26,1,15065.71,5.6,380
9,1,12840.76,5.1,18
7,1,23877.42,5.2,0
12,1,224943.54,6.4,5
5,1,5421.41,4.4,5
5,1,2189.04,4,0
2,1,1663.6,3.5,3
3,1,5573.46,4.2,8
141,1,46641.08,6.8,155
3,1,1052.89,3.5,46
3,1,32885.05,5,7
4,1,1326.28,3.7,3
3,1,3708.25,4,2
3,1,353.893,3,0
4,1,6948.68,4.4,0
5,1,49723.18,5.4,0
3,1,1417.53,3.6,1
2,1,287.878,2.8,1
14,1,20604.45,5.5,61
3,1,1921.2,3.8,0
3,1,712.688,3.3,1
3,1,3902.44,4.1,10
4,1,1418.55,3.8,0
3,1,9634.8,4.5,4
4,1,4728.5,4.3,5
69,1,276609.37,7.3,503
8,1,179044.58,6.2,11
24,2,134175.48,6.8,9
14,1,598178.98,6.9,0
4,2,13581.27,5,0
8,1,170587.72,6.1,169
2,1,2407.79,3.7,6
2,1,41.7932,1.9,4
4,1,2182.4,3.9,4
3,1,2754.41,3.9,0
5,1,22455.41,5.1,0
4,1,5527.39,4.3,0
13,2,224555.13,6.8,117
3,2,6481.41,4.6,1
7,1,18368.62,5.1,4
9,2,20154.02,5.6,0
12,1,13634.82,5.2,24
3,1,765.415,3.4,0
8,1,18939.9,5.2,0
10,1,130291.33,6.1,53
8,2,50532.06,5.9,11
3,1,1160.12,3.5,4
7,1,3790.23,4.4,0
5,1,15669.48,4.9,0
3,1,11377.32,4.5,0
3,1,10642.67,4.5,0
5,1,3012.07,4.2,7
3,1,867.248,3.4,0
7,1,66440.05,5.7,0
3,1,1322.87,3.6,3
11,2,252147.97,6.7,326
22,2,47497.79,6.3,0
4,1,103705.05,5.6,8
8,1,2916.82,4.4,10
31,2,124885.49,6.9,22
17,1,205292,6.5,0
3,1,180.881,2.7,22
3,1,43981.36,5.1,0
10,1,369952.83,6.6,17
3,2,5261.39,4.5,0
3,2,70.6637,2.6,0
6,1,358953.75,6.3,0
13,2,166884.09,6.6,9
9,1,85631.21,5.9,0
9,1,4349.44,4.6,0
8,1,156149.14,6.1,0
14,1,79027.31,6,30
3,1,654.578,3.3,0
5,1,5753.91,4.5,1
23,1,52917.92,6.1,0
4,1,90660.36,5.6,6
3,2,9461.91,4.8,9
9,2,3852.68,4.8,33
31,1,61802.24,6.3,0
3,1,684.754,3.3,0
33,1,257337.97,6.9,9
6,2,18667.79,5.4,0
33,2,1111282.62,7.9,160
7,1,19788.37,5.1,9
4,1,3838.09,4.2,2
3,1,283.706,2.9,2
4,1,23145.61,5,0
6,1,483096.37,6.5,14
3,2,312.833,3.3,1
16,1,191207.86,6.5,0
4,1,3655.95,4.2,2
12,1,4848.3,4.8,0
6,1,282524.65,6.2,0
4,1,4900.42,4.3,19
3,1,919.174,3.4,4
6,2,22335.39,5.4,0
3,1,44882.83,5.1,11
6,1,22811.32,5.1,19
4,1,1171.11,3.7,39
3,1,117.392,2.5,8
9,1,5024.73,4.7,0
15,1,13766.51,5.3,13
4,1,942.125,3.6,11
6,1,5284.45,4.5,35
16,1,2640.21,4.6,1
5,1,1176.25,3.8,0
8,2,40931.32,5.8,7
3,1,1017.36,3.5,0
3,1,564.33,3.2,4
55,1,71519.2,6.6,28
5,1,1026.82,3.7,0
4,1,4120.28,4.2,0
3,1,1083.91,3.5,1
7,2,57867.77,5.9,0
78,1,139112.79,7,0
3,1,699.028,3.3,69
4,1,6836.97,4.4,0
9,1,1342.66,4.1,4
4,1,47744.36,5.3,0
3,1,516.405,3.2,0
11,1,809.506,3.9,0
4,2,8029.25,4.8,0
12,1,10361.1,5.1,0
5,1,2096.93,4,0
3,1,203.165,2.8,40
5,1,1984.36,4,0
12,1,333296.24,6.6,6
3,1,2254.64,3.8,10
4,1,35586.88,5.2,11
17,2,41005.95,6.1,147
7,1,2866.26,4.3,0
3,1,655.981,3.3,3
7,1,87111.92,5.8,6
4,1,62705.79,5.4,28
12,1,809.506,4,0
6,1,4171.44,4.4,13
3,1,59656.92,5.3,11
18,2,9583.71,5.5,1
3,1,867.248,3.4,0
5,1,1489.38,3.9,22
3,1,220.297,2.8,4
4,1,13421.56,4.7,9
3,2,776.394,3.7,0
4,1,4558.95,4.3,5
3,1,4523.5,4.1,0
67,1,3859.4,5.4,1
2,1,17366.54,4.5,0
2,1,9379.12,4.3,0
5,1,9125.19,4.7,9
2,2,289.427,3.1,3
2,1,6714.07,4.1,1
4,1,272804.86,6,6
1,1,8522.09,3.9,0
2,2,9989.55,4.6,60
4,1,6405.84,4.4,15
13,1,22936.16,5.5,11
4,1,752.424,3.5,3
4,1,17458.8,4.8,0
4,1,3270,4.1,0
9,1,45272.89,5.6,3
3,1,35653.02,5,0
3,1,305.754,3,9
2,1,210.65,2.6,0
2,1,5306.6,4,8
2,1,1935.25,3.6,5
3,1,2807.36,3.9,2
1,1,497.356,2.7,6
4,1,745.636,3.5,0
8,1,14875.04,5.1,5
1,1,485.879,2.7,0
10,1,132283.24,6.1,1
5,1,45214.45,5.4,12
3,1,6244.32,4.3,0
2,1,1218.62,3.4,0
5,1,7733.72,4.6,10
5,2,977.076,4,711
9,1,8801.88,4.9,0
4,1,612.352,3.4,320
8,1,7155.21,4.8,1
14,1,3907.32,4.7,0
4,1,1196.74,3.7,2
21,1,69951.26,6.2,19
11,1,2095.07,4.4,20
3,2,5678.73,4.5,0
5,1,72024.14,5.6,39
2,1,3857.12,3.9,2
3,1,900.151,3.4,0
5,1,17273.71,4.9,0
6,1,87384.5,5.7,143
62,2,627890.77,7.9,2
3,1,13148.97,4.6,81
1,1,187.985,2.3,4
2,1,2257.22,3.7,0
1,1,4136.26,3.6,2
3,1,8297.09,4.4,2
2,1,27363.34,4.7,0
3,1,44526.51,5.1,12
6,1,619667.96,6.6,13
1,1,1769.07,3.2,10
2,1,6000.64,4.1,1
9,1,35716.61,5.5,3
2,1,10285.01,4.3,1
4,1,14700.46,4.8,25
4,1,7805.62,4.5,4
5,2,2802.78,4.4,90
2,1,69.4003,2.1,2
53,2,264055.39,7.4,11
3,1,14946.03,4.7,0
18,1,30123.95,5.7,146
2,1,13039.84,4.4,3
23,1,35442.06,5.9,65
6,1,563.403,3.5,17
13,1,14470.91,5.3,4
9,2,14287.72,5.4,200
10,1,15804.14,5.2,0
1,1,5570.29,3.7,15
3,1,23437.85,4.8,11
18,2,1280.11,4.7,0
97,2,74458.22,7.2,416
1,1,3031.91,3.5,6
2,1,3009.11,3.8,16
54,1,104251.73,6.8,100
3,1,31875.75,5,34
16,1,4162.8,4.8,173
3,2,77941.49,5.7,600
1,1,1282.21,3.1,2
7,1,36650.01,5.4,11
39,1,557928.11,7.3,5
1,1,4207.18,3.6,11
4,1,5048.01,4.3,0
2,1,19308.47,4.6,2
1,1,1064.62,3,0
2,1,2398.54,3.7,1
33,1,190726.68,6.8,36
2,2,1267.27,3.7,108
4,1,1303.73,3.7,20
2,1,2231.31,3.6,3
2,2,3947.08,4.2,78
1,1,14006.98,4.1,2
4,1,10853.46,4.6,20
2,2,6806.28,4.4,30
15,1,47892.63,5.9,30
4,1,111090.8,5.6,230
2,1,2586.06,3.7,2
2,1,7447.29,4.2,34
2,2,1713.61,3.8,3
1,1,2458.01,3.4,26
2,1,2231.31,3.6,52
3,2,1313.29,3.9,5
1,1,1828.17,3.3,2
2,1,18012.88,4.6,29
1,1,1362.89,3.1,4
34,2,105057.29,6.9,100
2,2,8533.79,4.5,2
7,2,231499.29,6.5,11
13,1,4467.85,4.8,86
19,2,205221.43,6.9,178
4,2,12941.63,5,32
2,1,1086.73,3.3,22
4,1,417.102,3.2,12
1,1,469.056,2.7,35
4,1,373.969,3.2,1
