duration,severity,affected,magnitude,dead
2,1,38728.34,4.9,29
5,1,3605.4,4.3,66
4,1,14265.28,4.8,9
10,1,3656.59,4.6,41
8,1,32060.65,5.4,47
12,1,18915.79,5.4,100
18,1,17561.54,5.5,15
6,1,158.746,3,2
7,1,4095.94,4.5,0
1,1,2392.12,3.4,30
3,1,7778.67,4.4,15
3,1,5615.49,4.2,2
28,2,2856609.94,8.2,7
3,1,15607.98,4.7,0
2,1,245.95,2.7,2
2,1,1612.25,3.5,4
1,1,2134.65,3.3,32
2,1,19752.41,4.6,30
17,1,16164.46,5.4,0
34,1,6892.57,5.4,0
3,1,17380.55,4.7,0
1,1,855.753,2.9,2
5,1,3118.43,4.2,0
2,1,5188.35,4,15
2,1,14812.43,4.5,9
31,2,63376.98,6.6,1
2,1,7432.76,4.2,18
26,2,9209.58,5.7,0
8,1,24779.7,5.3,20
21,1,17426.57,5.6,0
2,1,817.936,3.2,3
8,1,78097.03,5.8,0
3,1,3069.99,4,6
3,1,2306.25,3.8,11
8,2,30877.56,5.7,3
1,1,4916.89,3.7,4
1,2,373.233,2.9,0
2,2,23423.92,5,1
14,2,30197.98,5.9,8
1,1,108.807,2,7
3,2,24.3252,2.2,0
6,1,32095.86,5.3,0
7,1,652.467,3.7,19
4,1,5961.33,4.4,17
15,2,22466.71,5.8,131
6,1,110606.04,5.8,1
4,2,10061.81,4.9,6
1,1,25184.71,4.4,13
81,1,107078.76,6.9,18
6,1,17458.8,5,2
1,1,845.614,2.9,2
2,1,4356.18,3.9,4
3,1,3926.12,4.1,0
1,1,10394.92,4,5
117,1,202265.53,7.4,146
3,1,1048.13,3.5,0
5,1,13726,4.8,5
26,1,225488.61,6.8,0
10,1,578255.57,6.8,13
4,1,2197.83,3.9,11
4,2,590.25,3.7,9
4,1,6250.2,4.4,14
31,1,18959.38,5.8,3600
3,1,83734.13,5.4,0
4,1,14310.98,4.8,12
11,1,51402.68,5.8,0
11,1,344410.96,6.6,243
5,1,25654.42,5.1,3
5,1,7611.54,4.6,3
9,1,49136.38,5.6,36
16,2,111978.36,6.6,0
4,1,10793.76,4.6,7
6,1,77733.16,5.7,3
3,1,7561.32,4.4,0
3,1,7587.63,4.4,21
3,1,23851.47,4.9,3
6,1,9655.08,4.8,6
3,1,5875.21,4.2,43
2,1,86.6495,2.2,0
4,1,4476.77,4.3,58
2,2,96949.62,5.6,13
3,1,13696.67,4.6,40
4,1,7059.58,4.5,41
3,1,3171.9,4,1
4,1,101502,5.6,28
2,1,313.934,2.8,1
7,1,26693.08,5.3,8
9,2,44552.5,5.9,37
7,2,11165.9,5.2,10
4,1,10254.69,4.6,6
8,1,3036.54,4.4,0
4,1,5378.47,4.3,0
10,1,71922.63,5.9,23
11,1,208182.91,6.4,9
5,1,3925.89,4.3,14
2,1,7724.63,4.2,0
34,2,155000.88,7,1468
4,1,12755.85,4.7,9
2,1,18172.83,4.6,6
5,1,8043.09,4.6,2
3,1,3054.32,4,3
3,1,13966.79,4.6,20
7,1,42969.27,5.5,13
5,1,16446.57,4.9,42
4,1,8638.21,4.5,2
2,1,1633.72,3.5,3
6,1,25899.58,5.2,47
9,1,9210.78,4.9,0
5,2,208158.42,6.3,1139
3,1,36854.1,5,40
12,1,81863.87,6,31
17,1,223178.01,6.6,578
4,1,27589.36,5,7
12,1,57517.62,5.8,9
9,2,129459.76,6.4,162
8,1,78305.55,5.8,14
3,1,16275.53,4.7,8
3,2,3781.53,4.4,3
8,1,192115.69,6.2,0
19,1,47599.03,6,70
29,1,326457.88,7,637
5,1,12415.81,4.8,140
14,1,107052.9,6.2,140
31,1,119919.56,6.6,33
11,1,107667.89,6.1,65
7,1,11595.06,4.9,45
8,1,33982.24,5.4,14
14,1,75852.56,6,18
16,1,11567.6,5.3,16
3,1,25753.6,4.9,0
12,2,84226.48,6.3,0
7,2,55286.73,5.9,30
20,2,114035.69,6.7,94
3,1,3865.72,4.1,0
24,1,40362.73,6,36
7,1,17085.82,5.1,2
7,1,200560.21,6.1,9
9,2,11422.38,5.3,126
13,1,11736.11,5.2,6
30,1,46258.96,6.1,0
4,2,75334.21,5.8,3
5,1,21168.02,5,15
21,2,116230.15,6.7,10
3,1,24096.74,4.9,3
7,1,49106.47,5.5,14
3,1,16470.07,4.7,2
9,1,782982.74,6.8,7
6,1,536203.12,6.5,1
2,2,8583.8,4.5,0
2,1,12178.04,4.4,3
24,1,255303.35,6.8,200
13,2,468962.97,7.1,1
5,1,55642.9,5.4,8
5,1,16784.23,4.9,23
62,2,439042.75,7.7,929
8,1,47260.45,5.6,31
10,1,351934.8,6.5,40
4,1,32003.11,5.1,8
3,1,23629.19,4.9,2
3,1,182952.54,5.7,23
2,1,30829.03,4.8,5
6,2,328213.37,6.6,20006
92,1,199850.29,7.3,0
4,1,157176.83,5.8,0
6,1,422129.92,6.4,0
9,2,74776.82,6.1,120
4,1,27470.57,5,2
3,2,18279.39,5,0
33,2,738830.96,7.7,2
4,2,91886.28,5.9,27
15,2,191940.24,6.8,9803
4,1,197601.55,5.9,34
16,2,232555.94,6.9,632
3,1,93379.73,5.4,4
14,2,251262.56,6.8,50
5,1,55652.77,5.4,4
18,2,60539.63,6.3,425
27,2,861989.44,7.7,85
6,1,168965.63,6,45
31,2,1159286.45,7.9,160
4,1,177650.73,5.9,8
2,1,2621.54,3.7,4
27,2,175232.64,7,68
8,1,212066.82,6.2,7
5,1,22628.81,5.1,1
4,1,19146.13,4.9,4
11,1,126690.79,6.1,1
16,1,216423.75,6.5,0
5,1,29032.52,5.2,0
2,1,112209.14,5.4,153
5,1,123874.52,5.8,2
2,1,126001.58,5.4,10
4,1,97272.46,5.6,2
2,1,29344.17,4.8,0
5,1,111159.49,5.7,1
5,1,67744.31,5.5,0
23,1,278827.48,6.8,0
5,1,66372.4,5.5,18
5,1,104528.16,5.7,77
3,1,73290.6,5.3,1
2,1,63177.2,5.1,6
4,1,147169.8,5.8,8
7,2,92451.53,6.1,9
41,1,167131.59,6.8,40
10,2,45338.73,6,152
13,2,142575.74,6.6,46
23,2,56673.45,6.4,1
13,2,31880.32,5.9,37
3,1,35711.45,5,2
3,1,67712.26,5.3,3
24,1,132357.54,6.5,356
4,1,31125.65,5.1,7
8,1,100811.26,5.9,16
2,1,4316.89,3.9,2
6,1,87355.4,5.7,25
42,1,362133.7,7.2,725
66,1,123894.33,6.9,49
8,1,263026.77,6.3,4
3,1,50659.28,5.2,29
5,1,53032.65,5.4,4
16,1,71740.1,6.1,19
10,2,121165.09,6.4,19
8,1,97849.14,5.9,27
3,1,162984.68,5.7,12
3,1,59617.85,5.3,168
29,1,73327.2,6.3,11
8,2,54320.02,5.9,6
4,2,76624.97,5.8,0
12,1,184577.68,6.3,4
4,1,100713.39,5.6,3
6,2,79469.33,6,2
8,2,58491.35,6,0
6,1,19024.24,5.1,6
7,1,27207.35,5.3,11
35,1,130388.15,6.7,0
7,1,360327.85,6.4,26
14,1,9610.7,5.1,0
4,1,285348.93,6.1,0
7,1,57804.48,5.6,0
7,2,8304.1,5.1,0
60,2,127726.03,7.2,15
26,2,115184.25,6.8,2
10,1,72042.07,5.9,16
5,1,107432.01,5.7,36
3,2,27978.33,5.2,39
5,1,117753.3,5.8,3
6,1,136488.28,5.9,2
7,2,322868.72,6.7,7
5,1,42062.1,5.3,24
4,1,75253.95,5.5,7
5,1,56744.18,5.5,0
7,1,21898.24,5.2,0
7,1,18264.99,5.1,0
4,1,6286.31,4.4,0
2,1,8195.08,4.2,0
2,1,16546.85,4.5,0
2,1,72079.7,5.2,0
1,1,21112.23,4.3,0
4,1,105292.02,5.6,0
5,1,46298.26,5.4,0
7,1,59066.92,5.6,0
4,1,18006.15,4.9,0
1,1,9572.84,4,49
6,1,10722.75,4.8,90
6,1,56182.25,5.5,15
13,1,8692.64,5.1,0
4,1,25144.53,5,17
3,1,15178.46,4.7,0
10,1,78988.22,5.9,2
3,1,32651.28,5,2
19,2,91277.04,6.5,16
18,1,79672.26,6.2,3
2,1,50302.57,5,1
13,2,241305.54,6.8,11000
2,1,24807.76,4.7,156
8,1,24646.47,5.3,42
3,1,52224.22,5.2,11
6,1,25281.98,5.2,3
7,2,20712.8,5.5,29
12,1,119111.56,6.2,0
20,1,194230.08,6.6,230
5,1,70498.49,5.5,48
7,1,37475.38,5.4,8
7,1,29086.58,5.3,0
2,1,15756.75,4.5,1
24,1,63075.85,6.2,5
3,2,9471.48,4.8,6
5,1,39190.11,5.3,19
16,1,5936.01,5,8
2,1,6064.27,4.1,11
2,1,214764.31,5.6,4
2,1,67469.38,5.1,353
3,1,3669.43,4,27
3,1,214517.36,5.8,12
2,1,20621.49,4.6,0
3,2,26853.61,5.2,1
4,1,60557.25,5.4,1
1,1,36019.2,4.6,0
5,1,111379.28,5.7,0
10,2,447483.11,7,407
1,1,29738.8,4.5,3
4,1,215634.54,5.9,156
14,2,326113.13,7,25
6,1,73841.41,5.6,21
3,1,42372.92,5.1,2
6,2,90194.84,6,17
2,1,39717.53,4.9,15
8,1,28907.15,5.4,3
17,1,128410.56,6.3,70
38,2,620830.18,7.7,89
2,1,168600.45,5.5,0
2,1,8224.46,4.2,50
3,2,54155.77,5.5,2
2,2,75174.08,5.5,273
5,1,13180.01,4.8,9
4,1,68599.81,5.4,26
2,1,11.9565,1.4,6
5,1,4900.81,4.4,47
54,2,146391.32,7.2,1
5,1,3408.41,4.2,0
4,1,5703.44,4.4,1
2,1,102657.49,5.3,0
5,1,65726.76,5.5,0
1,1,529.582,2.7,93
80,2,116176.66,7.3,2632
2,1,78599.82,5.2,1
21,2,90967.35,6.6,0
14,1,28276.08,5.6,4
8,2,18116.79,5.5,21
2,1,29465.97,4.8,22
5,1,58057.89,5.5,0
3,2,54956.14,5.5,1
17,2,79160.2,6.4,31
10,1,83833.29,5.9,5
2,1,3551.22,3.9,0
2,1,4080.72,3.9,0
5,2,73860.39,5.9,0
16,2,170585.74,6.7,40
14,2,54190.53,6.2,126
28,2,36417.4,6.3,51
2,1,29725.68,4.8,27
14,2,26915.69,5.9,66
12,2,41223.71,6,180
26,1,305479.68,6.9,164
17,1,235631.23,6.6,170
17,1,72123.72,6.1,113
20,2,367328.26,7.2,345
34,2,292972.72,7.3,575
5,1,133217.34,5.8,90
11,1,35148.44,5.6,19
4,1,11603.78,4.7,30
4,1,28446.77,5.1,9
7,2,19951.35,5.4,1
4,1,136001.75,5.7,77
3,1,4931.72,4.2,1126
2,1,3247.25,3.8,0
2,1,27340.16,4.7,0
4,1,5843.61,4.4,1
4,1,8053.09,4.5,0
8,1,7743.49,4.8,3
5,1,56635.43,5.5,0
4,1,48940.51,5.3,30
3,1,39903.11,5.1,0
5,1,106206.57,5.7,19
7,1,26249.5,5.3,0
5,1,45397,5.4,1
9,1,164944.04,6.2,15
6,2,70343.63,5.9,58
5,1,216145.35,6,10
6,1,149532.7,6,8
2,1,51481.79,5,37
5,1,178662.77,6,11
3,1,100633.14,5.5,0
4,1,142697.44,5.8,19
11,1,34065.64,5.6,0
22,2,314770.65,7.1,15
6,1,60529.47,5.6,11
5,1,125228.8,5.8,27
5,1,96993.28,5.7,0
7,1,79574.2,5.7,9
3,1,23656.09,4.9,0
3,1,15355.36,4.7,0
3,2,1697.01,4,0
6,1,209225.63,6.1,0
4,2,62266.04,5.7,0
7,1,17721.98,5.1,148
68,1,242666.66,7.2,55
8,1,169775.58,6.1,5
5,1,53963.34,5.4,0
3,1,287302.14,5.9,4
3,1,106288.47,5.5,35
2,1,5592.68,4,0
14,1,59531.17,5.9,203
4,2,44210.4,5.5,52
2,1,73478.43,5.2,0
2,1,114756.4,5.4,13
7,1,50161.72,5.5,0
5,1,79602.78,5.6,2
1,1,209608.83,5.3,0
1,1,35004.11,4.5,0
5,1,117672.86,5.8,30
1,1,130852.07,5.1,0
3,1,70592.46,5.3,0
27,2,541026.68,7.5,68
4,2,16143.46,5.1,5
2,1,45900.39,5,6
2,1,1537,3.5,0
10,1,283521.75,6.5,2
8,2,46556.73,5.9,0
2,1,97718.77,5.3,8
9,1,203421.89,6.3,84
2,1,26873.79,4.7,0
3,1,39686.6,5.1,0
5,2,19146.28,5.3,0
4,1,997.265,3.6,0
3,1,158186.65,5.7,0
3,1,28619.3,4.9,0
3,1,44400.86,5.1,0
8,2,199739.2,6.5,2
2,1,54369.93,5,1
2,1,8447.57,4.2,4
18,1,34202.54,5.8,1
2,1,20431.89,4.6,1
17,1,48379.4,5.9,0
87,1,244738.52,7.3,2311
2,1,2149.31,3.6,0
7,2,185209.85,6.4,11
4,1,65214.93,5.4,7
6,2,128474.03,6.2,0
4,1,165619.86,5.8,300
8,1,75879.96,5.8,30
3,1,376693.59,6.1,60
65,1,62742.78,6.6,1
61,1,317648.25,7.3,50
34,1,1339873.49,7.7,364
19,2,63270.72,6.4,13
22,1,265450.29,6.8,42
4,2,267569.3,6.3,2
90,1,1990345.45,8.3,200
20,2,386426.39,7.2,86
24,2,958684.48,7.7,3
32,1,33825.92,6,1
6,1,384888.4,6.4,6
5,1,113068.3,5.8,4
6,1,325475.47,6.3,2
5,1,54842.44,5.4,4
6,1,59475.24,5.6,4
4,1,6230.53,4.4,5
6,1,49813.23,5.5,3
8,1,138439.98,6,7
30,1,119920.44,6.6,27
15,1,20737.67,5.5,35
15,1,28956.16,5.6,0
4,1,8840.19,4.5,11
3,1,771.954,3.4,2
3,1,20687.2,4.8,1
5,1,30591.2,5.2,3
3,1,24511.25,4.9,2
3,1,23913.56,4.9,15
7,1,307644.01,6.3,12
9,1,34475.16,5.5,23
5,1,30770.71,5.2,5
6,1,80644.64,5.7,32
6,1,15277.8,5,17
8,1,124671.45,6,63
6,1,47680.59,5.5,12
7,1,29185.99,5.3,12
6,2,17023.39,5.3,11
5,1,25206.39,5.1,30
8,1,25075,5.3,13
6,1,228334.99,6.1,50
5,1,11246.8,4.7,6
5,1,40014.04,5.3,26
4,1,16278.89,4.8,16
8,1,11247.23,5,4
3,1,21242.69,4.8,4
4,1,2934.8,4.1,8
5,1,109453.51,5.7,11
6,1,95826.62,5.8,26
10,1,70603.06,5.8,97
4,1,20184.73,4.9,48
18,1,233024.37,6.6,100
6,2,124210.68,6.2,19
21,1,27345.45,5.8,301
4,1,5933.05,4.4,5
4,1,127909.46,5.7,31
5,1,5802.05,4.5,16
24,1,28960.87,5.8,9
6,1,199029.73,6.1,5
3,1,1017.5,3.5,1
4,1,3052.89,4.1,4
5,1,10074.02,4.7,150
8,1,28999.54,5.4,40
5,1,73126.82,5.6,1
5,1,25292.41,5.1,56
4,1,4329.97,4.2,6
4,2,8488.23,4.8,12
4,1,8004.45,4.5,4
3,1,18484.68,4.7,3
3,1,21975.2,4.8,4
5,1,155894,5.9,3
15,2,144383.48,6.6,20
5,1,31963.65,5.2,13
5,1,58700.73,5.5,10
11,1,25838.25,5.5,2
66,1,183142.55,7.1,273
4,1,17109.34,4.8,2
10,1,332604.34,6.5,9
7,1,74261.33,5.7,19
5,1,183090.32,6,111
4,1,121878.82,5.7,40
14,2,174990.06,6.7,135
3,1,10763.25,4.5,35
3,1,12912.59,4.6,2
4,1,12361.43,4.7,29
7,1,26136.96,5.3,3
10,1,17008.77,5.2,6
7,1,31945.28,5.3,4
2,1,17287.47,4.5,5
4,2,365814.53,6.5,16
3,1,68464.63,5.3,4
3,1,13551.97,4.6,17
5,1,18316.69,5,18
16,1,25946.27,5.6,12
4,1,98253.71,5.6,16
6,1,488269.97,6.5,2
5,1,1208.77,3.8,4
9,1,717982.08,6.8,23
6,1,56749.17,5.5,3
3,1,9158.63,4.4,23
8,1,346997.05,6.4,81
3,2,73848.78,5.6,3
3,2,34742.28,5.3,6
5,1,62966.22,5.5,21
2,1,131573.32,5.4,10
6,1,97027.22,5.8,10
12,1,323808.14,6.6,38
4,1,1640.67,3.8,0
8,2,71613.68,6.1,33
11,2,34008.19,5.9,594
5,1,40357.57,5.3,29
5,1,72854.48,5.6,8
41,2,713804.88,7.8,2000
7,1,116574.14,5.9,0
8,1,465786.57,6.6,0
3,1,5122.89,4.2,2
11,1,140125.04,6.2,0
7,1,73534.35,5.7,400
4,1,22494.36,5,5
10,1,15921.29,5.2,28
2,1,83476.48,5.2,60
5,1,97067.58,5.7,12
3,1,71560.63,5.3,0
5,1,11299.62,4.8,10
14,1,43610.16,5.8,46
2,1,6428.1,4.1,30
23,2,276909.38,7.1,165
7,1,55174.38,5.6,345
3,1,65146.89,5.3,15
14,1,31968.99,5.7,46
5,1,224909.6,6.1,10
11,1,70639.57,5.9,100
3,1,659807.43,6.3,0
7,1,67369.75,5.7,56
9,1,19168.93,5.2,21
7,1,57530.65,5.6,200
7,1,6415.04,4.7,31
3,1,7779.06,4.4,11
3,2,1368.35,3.9,0
11,1,201818.75,6.3,24
6,1,34586.09,5.3,65
8,1,15184.9,5.1,5
7,1,10101.18,4.8,15
12,1,28274.91,5.5,6
37,2,8359.36,5.8,0
13,1,9613.73,5.1,100
38,2,34953.58,6.4,54
23,2,34986.66,6.2,48
3,1,4247.58,4.1,0
27,1,832682.35,7.4,287
2,1,4625.21,4,20
6,1,27158.42,5.2,0
7,1,10108.25,4.8,0
27,1,148922.15,6.6,61
35,2,282467.25,7.3,0
3,1,108575.22,5.5,2
5,1,65906.03,5.5,4
60,2,152482.11,7.3,9
16,2,179911.2,6.8,50
45,1,211803.7,7,78
5,1,3610.33,4.3,16
5,1,30332.64,5.2,0
1,1,7522.33,3.9,41
15,2,689139.65,7.3,40
7,2,146889.69,6.3,140
6,1,28272.06,5.2,25
32,2,156686.54,7,20
9,1,272684.55,6.4,10
3,1,73244.21,5.3,200
5,1,36920.87,5.3,3
6,1,26323.22,5.2,0
3,1,181898.2,5.7,0
4,1,23590.12,5,5
3,1,1123.04,3.5,0
7,1,6750.71,4.7,3
5,1,1037.99,3.7,18
13,1,37943.47,5.7,23
5,1,16758.37,4.9,5
2,1,5678.59,4.1,0
5,2,21445.46,5.3,2500
5,1,64924.17,5.5,0
5,1,69798.15,5.5,102
5,1,177527.02,5.9,326
3,1,11936.75,4.6,13
5,2,67013.98,5.8,5
5,1,272817.98,6.1,11
5,1,366782.14,6.3,0
26,1,116474.44,6.5,60
44,1,22610.8,6,162
5,2,24391.06,5.4,1
12,1,36474.36,5.6,38
3,1,5542.29,4.2,0
4,2,47106.25,5.6,0
2,1,9305.78,4.3,1
8,1,232589.88,6.3,46
9,1,11196.99,5,24
6,1,10691.5,4.8,0
8,1,7996.37,4.8,20
9,1,293737.99,6.4,34
6,2,202950.18,6.4,119
5,1,107541.26,5.7,17
37,1,100943.59,6.6,205
13,1,26913.05,5.5,20
8,2,84499.81,6.1,55
19,2,468886.77,7.3,0
3,1,4369.66,4.1,6
3,1,3515.87,4,85
5,1,2205.05,4,2
5,2,138167.33,6.1,266
25,1,524911.5,7.1,4
13,1,23203.29,5.5,89
7,1,17021.75,5.1,0
4,1,3253.22,4.1,61
15,1,69103.34,6,50
4,1,52912.34,5.3,10
4,2,53521.56,5.6,2
35,1,314300.03,7,29
25,1,171939.46,6.6,74
4,1,18255.11,4.9,0
15,1,128966.83,6.3,82
5,1,101579.27,5.7,25
6,1,10102.81,4.8,0
20,2,179130.94,6.9,0
5,1,614642.51,6.5,0
9,2,236745.24,6.6,43
13,1,59266.77,5.9,6
21,1,18336.02,5.6,0
21,1,328726.92,6.8,63
5,1,66764.81,5.5,17
13,2,233546.84,6.8,340
4,1,150091.92,5.8,0
2,1,4532.73,4,3
13,1,355425.81,6.7,40
5,1,868.65,3.6,4
5,1,190981.11,6,0
5,1,19293.18,5,7
8,1,63664.15,5.7,0
8,1,394867.84,6.5,3
5,2,9855.57,5,1
8,2,330397.97,6.7,4
8,1,101896.52,5.9,5
8,1,18676.74,5.2,53
15,1,226989.81,6.5,115
4,1,12428.48,4.7,0
13,1,592492.67,6.9,0
5,1,67734.3,5.5,20
5,1,121599.11,5.8,22
3,1,15779.11,4.7,0
17,1,264690.08,6.7,11
3,2,142941.34,5.9,87
11,2,582349.43,7.1,66
7,1,482618.13,6.5,7
5,2,1191.77,4.1,20
8,1,7452.35,4.8,9
5,1,5035.95,4.4,1
3,1,12621.22,4.6,0
4,1,2139.96,3.9,4
4,1,91482.85,5.6,4
12,1,280206.59,6.5,23
7,1,1270.17,3.9,0
7,2,18896.39,5.4,0
7,1,136058.51,6,35
3,1,31005.41,5,6
4,1,9872.23,4.6,0
7,1,4871.58,4.5,0
4,1,1173.87,3.7,10
15,1,1407835.69,7.3,100
11,2,186990.55,6.6,2
4,1,26828.55,5,18
4,1,10938.81,4.6,0
4,1,19778.42,4.9,18
15,1,2987.04,4.7,0
7,1,6966.61,4.7,12
9,2,31440.12,5.8,0
13,2,111709.95,6.5,2
4,1,20679.76,4.9,45
4,1,6308.13,4.4,20
5,2,14859.86,5.2,62
2,2,34495.3,5.1,5
9,1,209708.23,6.3,765
4,1,262803.2,6,94
31,1,14035.86,5.6,5
16,1,34849.1,5.7,0
8,1,224975.12,6.3,17
11,1,13740,5.2,1
35,2,11552.43,5.9,0
31,1,18117.44,5.7,0
4,1,5264.98,4.3,6
18,1,7275.47,5.1,100
39,1,26965.87,6,253
5,2,203495.71,6.3,19
19,1,10840.97,5.3,38
3,1,196526.71,5.8,10
2,1,11847.67,4.4,0
4,1,189621.17,5.9,150
18,1,61580.93,6,400
16,1,18228.56,5.5,8
7,1,308073.2,6.3,144
15,1,164736.49,6.4,50
15,1,47808.22,5.9,0
8,1,144865.22,6.1,0
31,1,517354.51,7.2,1
2,1,90343.29,5.3,3
3,1,62914.74,5.3,5
29,1,122975.43,6.6,153
8,1,102566.52,5.9,19
4,1,17072.03,4.8,4
29,2,50389.55,6.5,0
6,1,1275.56,3.9,0
8,1,72535.75,5.8,0
15,1,52119.24,5.9,0
9,1,168617.63,6.2,50
4,2,16375.35,5.1,3
4,1,9441.71,4.6,30
14,1,51662.9,5.9,20
4,1,6520.57,4.4,35
4,1,99919.02,5.6,43
20,1,762936.89,7.2,600
12,1,14893.78,5.3,180
9,1,23531.04,5.3,3
4,1,176800.72,5.8,8
3,1,8338.57,4.4,3
8,1,11109.46,4.9,5
4,1,33972.01,5.1,53
2,2,132475.8,5.7,166
8,1,42133.44,5.5,26
8,1,195893.72,6.2,44
4,1,19768.44,4.9,30
12,1,118253.11,6.2,4
20,1,158687.9,6.5,17
35,2,325414.55,7.4,123
101,2,444498.32,8,260
39,2,120709.21,7,68
3,1,9189.85,4.4,0
23,1,672265.35,7.2,600
19,1,15621.62,5.5,250
3,2,120779.51,5.9,22
8,1,184528.76,6.2,0
15,2,231371.29,6.8,65
1,1,50608.04,4.7,0
3,1,3634.99,4,3
11,1,8421.62,5,5
13,1,5183.65,4.8,0
3,1,56146.8,5.2,3
4,1,102906.11,5.6,17
37,1,71916.18,6.4,139
8,1,68353.34,5.7,105
11,1,80964.31,5.9,0
2,1,20147.72,4.6,40
14,2,162737.01,6.7,1
5,1,57984.4,5.5,4
4,1,29482,5.1,10
6,1,5076.78,4.5,4
4,1,31756.96,5.1,0
8,1,61217.96,5.7,41
93,2,1668229.65,8.5,1530
5,1,27548.59,5.1,1
23,1,472141.86,7,3
13,1,46605.13,5.8,55
7,1,19344.57,5.1,6
18,2,67450.15,6.4,27
7,1,24761.82,5.2,3
3,1,147607.47,5.6,9
3,1,15369.85,4.7,10
2,1,169667.47,5.5,40
6,2,303423.64,6.6,6
1,1,115668.65,5.1,2
13,1,196019.62,6.4,15
7,1,36217.05,5.4,0
9,2,990198.31,7.3,7
8,1,31143.95,5.4,20
8,1,49342.56,5.6,0
8,1,17901.32,5.2,27
15,1,296258.97,6.6,47
16,2,341156.99,7,30
11,2,27724.7,5.8,16
6,1,155950.18,6,7
3,1,91179.03,5.4,3
2,1,51452.21,5,0
3,1,23461.18,4.8,1
15,1,81499.15,6.1,11
5,1,51066.39,5.4,10
7,1,2677.27,4.3,40
6,1,38745.91,5.4,6
3,1,16608.05,4.7,30
6,1,20793.91,5.1,70
15,1,271235.05,6.6,13
7,1,20499.85,5.2,22
9,1,84994.35,5.9,2
9,1,11114.13,5,4
11,1,26426.95,5.5,400
8,1,83022.5,5.8,100
7,2,44072.06,5.8,593
4,1,19939.07,4.9,31
4,1,68725.08,5.4,21
10,2,90174.15,6.3,83
6,1,110657.58,5.8,230
4,1,36624.5,5.2,14
5,1,89229.9,5.6,40
2,1,13150.29,4.4,17
5,1,13653.63,4.8,12
5,1,12751.53,4.8,4
7,1,72987.24,5.7,19
5,1,45757.41,5.4,10
6,1,108181.19,5.8,32
6,1,4145.56,4.4,16
10,2,140070.73,6.4,13
5,1,271869.57,6.1,4
5,1,317262.41,6.2,142
6,1,11415.7,4.8,6
107,2,65261.15,7.1,407
2,1,30590.88,4.8,3
6,1,154649.2,6,0
6,1,5275.13,4.5,20
9,1,159977.18,6.2,10
8,1,44159.25,5.5,26
5,1,22406.24,5,5
7,1,163207.32,6.1,87
6,1,33681.92,5.3,47
6,1,17316.85,5,24
4,1,14450.04,4.8,9
5,1,39018.9,5.3,5
4,1,21306.15,4.9,18
4,2,206025.85,6.2,762
7,1,318187.81,6.3,26
4,1,19784.16,4.9,2
10,1,594752.97,6.8,27
3,1,16795.7,4.7,11
8,1,292130.64,6.4,53
5,1,3849.87,4.3,14
14,2,1094009.75,7.5,8
4,1,32565.85,5.1,20
10,2,27168.55,5.7,9
10,1,40128.47,5.6,6
